example_id,protein_id,affinity_record,source_benchmark,benchmark_split,measurement_family,normalization_provenance
1g2o,1g2o,Ki=28pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1g30,1g30,Ki=140nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1g32,1g32,Ki=780nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1g35,1g35,Ki=7.3nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1g36,1g36,Ki=67nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1g3d,1g3d,Ki=2.8uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1g3e,1g3e,Ki=4.2uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1g45,1g45,Kd=2.3nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1g46,1g46,Kd=1.6nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1g48,1g48,Kd=3.9nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1g4o,1g4o,Kd=5.6nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1g52,1g52,Kd=0.29nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1g53,1g53,Kd=0.91nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1g54,1g54,Kd=1.5nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1g74,1g74,Kd=0.30uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1g7f,1g7f,Ki=3.4uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1g7g,1g7g,Ki=0.25uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1g7q,1g7q,Kd=877nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1g7v,1g7v,Kd=0.4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1g85,1g85,Kd=3.3uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1g98,1g98,Ki=2uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1gaf,1gaf,Kd=10nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1gai,1gai,Ki=10nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1gar,1gar,Ki=100pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1gfy,1gfy,Ki=8.32uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1ghv,1ghv,Ki=45uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1ghw,1ghw,Ki=63uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1ghy,1ghy,Ki=0.008uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1ghz,1ghz,Ki=16uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1gi1,1gi1,Ki=3.4uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1gi4,1gi4,Ki=0.065uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1gi7,1gi7,Ki=31uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1gj6,1gj6,Ki=0.10uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1gjc,1gjc,Ki=0.45uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1gnm,1gnm,Ki=560nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1gnn,1gnn,Ki=2100nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1gno,1gno,Ki=20nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1grp,1grp,Ki=0.189mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1gvw,1gvw,Ki=110nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1gvx,1gvx,Ki=60nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1gwv,1gwv,Kd=2.68mM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1gx8,1gx8,Kd=0.43uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1gyx,1gyx,Ki=3.3mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1gyy,1gyy,Ki=230uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1h0a,1h0a,Kd=3.6uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1h1s,1h1s,Ki=6nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1h2k,1h2k,Ki=1.2mM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
1h2t,1h2t,Kd=13nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1h46,1h46,Ki=270uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1h4w,1h4w,Ki=22uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1h5v,1h5v,Ki=117uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1h6h,1h6h,Kd=5.0uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1hbv,1hbv,Ki=430nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hdq,1hdq,Ki=1.5uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hee,1hee,Ki=4.6uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hfs,1hfs,Ki=2nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hi3,1hi3,Ki=64uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hi4,1hi4,Ki=32uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hi5,1hi5,Ki=92uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
1hih,1hih,Ki=9nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hii,1hii,Ki=53nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hk4,1hk4,Kd=4.9uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1hlk,1hlk,Ki=10uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hmr,1hmr,Kd=0.28uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1hms,1hms,Kd=0.43uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1hmt,1hmt,Kd=1.64uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1hn4,1hn4,Kd=0.15mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1hos,1hos,Ki=2.8nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hp5,1hp5,Ki=280nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1hpo,1hpo,Ki=0.6nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hps,1hps,Ki=0.6nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hpv,1hpv,Ki=0.60nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hpx,1hpx,Ki=5.5pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hsh,1hsh,Ki=0.38nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hsl,1hsl,Kd=0.064uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1hvh,1hvh,Ki=11nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hvi,1hvi,Ki=12pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hvj,1hvj,Ki=4pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hvk,1hvk,Ki=11pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hvl,1hvl,Ki=112pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hvr,1hvr,Ki=0.31nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hvs,1hvs,Ki=50pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hwr,1hwr,Ki=4.70nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hxb,1hxb,Ki=0.12nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hxw,1hxw,Ki=15pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1hyo,1hyo,Ki=84.8uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1i1e,1i1e,Kd=9.4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1i2s,1i2s,Ki=490uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
1i37,1i37,Ki=0.27nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1i5r,1i5r,Ki=3.0nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1i7z,1i7z,Kd=0.4uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1i9n,1i9n,Kd=2.2nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1i9p,1i9p,Kd=3.9nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1ie9,1ie9,Kd=0.065nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1if7,1if7,Kd=30pM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1if8,1if8,Kd=230pM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1igb,1igb,Ki=0.4uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1igj,1igj,Kd=0.1nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1ii5,1ii5,Kd=240nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1iih,1iih,Ki=1.3mM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1iiq,1iiq,Ki=33nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1ik4,1ik4,Ki=39nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1ikt,1ikt,Kd=400uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1ivp,1ivp,Ki=30nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1iy7,1iy7,Ki=0.64uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1izh,1izh,Ki=0.02uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1izi,1izi,Ki=0.26uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1j01,1j01,Ki=0.34uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1j14,1j14,Ki=32.2uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1j16,1j16,Ki=143uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1j17,1j17,Ki=6.05uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1j36,1j36,Ki=18nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1j37,1j37,Ki=1.1nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1j4r,1j4r,Ki=0.019uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1jak,1jak,Ki=2.7uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1jao,1jao,Ki=1.2uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1jaq,1jaq,Ki=33uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1jcx,1jcx,Ki=7.0uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1jet,1jet,Kd=56nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1jeu,1jeu,Kd=150nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1jev,1jev,Kd=130nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1jgl,1jgl,Kd=2nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1jlr,1jlr,Kd=465uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1jmf,1jmf,Kd=1.7uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1jmg,1jmg,Kd=0.85uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1jn4,1jn4,Ki=11.3uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1jq8,1jq8,Ki=1.01uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1jqy,1jqy,Ki=12uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1jsv,1jsv,Ki=2uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1jvu,1jvu,Ki=7uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1jyq,1jyq,Kd=2nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1jys,1jys,Ki=300uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1jzs,1jzs,Ki=0.25uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1k1j,1k1j,Kd=28nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1k1l,1k1l,Kd=125nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1k1m,1k1m,Kd=40nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1k1n,1k1n,Kd=153nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1k1o,1k1o,Ki=675nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1k1y,1k1y,Ki=0.6mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1k21,1k21,Ki=4.2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1k22,1k22,Ki=4nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1k27,1k27,Ki=1.0nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1k4g,1k4g,Ki=1.4uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1k4h,1k4h,Ki=7.7uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1k6c,1k6c,Kd=33nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1k6p,1k6p,Kd=44nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1k6t,1k6t,Kd=24nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1k6v,1k6v,Kd=120nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1k9s,1k9s,Ki=0.30uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1kav,1kav,Ki=1.5uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1kc7,1kc7,Ki=3uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1kdk,1kdk,Kd=0.9nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1kel,1kel,Kd=52nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1kjr,1kjr,Kd=0.88uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1km3,1km3,Ki=12.4uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1kmy,1kmy,Kd=8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1koj,1koj,Ki=0.2uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1kpm,1kpm,Ki=1.59uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1ksn,1ksn,Ki=0.4nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1kug,1kug,Ki=0.160mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1kui,1kui,Ki=0.169mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1kuk,1kuk,Ki=0.124mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1kv1,1kv1,Kd=1.16uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1kv5,1kv5,Ki=60uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1kyv,1kyv,Kd=1.2uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1kzk,1kzk,Ki=41pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1kzn,1kzn,Kd=1.2nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
1l83,1l83,Kd=0.40mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1l8g,1l8g,Ki=0.6uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1laf,1laf,Kd=14nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lag,1lag,Kd=500nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1lah,1lah,Kd=30nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lan,1lan,Ki=60nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1lbf,1lbf,Kd=0.014uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lbk,1lbk,Kd=668uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lcp,1lcp,Ki=0.23uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1lee,1lee,Ki=18nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1lf2,1lf2,Ki=30nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1lgt,1lgt,Kd=0.8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lgw,1lgw,Kd=100uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lhu,1lhu,Kd=1.48nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1li2,1li2,Kd=91uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1li3,1li3,Kd=56uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1li6,1li6,Kd=0.16mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lke,1lke,Kd=30.2nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1lkk,1lkk,Kd=140nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lkl,1lkl,Kd=1540nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lnm,1lnm,Kd=2.0nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1loq,1loq,Ki=0.2mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1lpk,1lpk,Ki=28nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1lpz,1lpz,Ki=25nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1lrh,1lrh,Kd=0.15uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lst,1lst,Kd=14nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1lvu,1lvu,Kd=4.8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1lyb,1lyb,Ki=3.8pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1lyx,1lyx,Ki=0.029mM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1lzq,1lzq,Ki=4.1nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1m0b,1m0b,Ki=1.53nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1m0n,1m0n,Ki=6.0mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1m0o,1m0o,Ki=4.9mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1m0q,1m0q,Ki=0.13mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1m1b,1m1b,Ki=22uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
1m2p,1m2p,Ki=0.78uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1m2q,1m2q,Ki=0.80uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1m2r,1m2r,Ki=0.35uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1m2x,1m2x,Ki=70uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1m48,1m48,Kd=8.2uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1m4h,1m4h,Ki=0.3nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1m5w,1m5w,Kd=54uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1m7d,1m7d,Kd=0.59uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1m7i,1m7i,Kd=4.0uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1m7y,1m7y,Kd=0.011nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1m83,1m83,Kd=0.4mM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
1mai,1mai,Kd=210nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1mes,1mes,Ki=20nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1met,1met,Ki=0.4nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1mfa,1mfa,Kd=9.1uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1mfd,1mfd,Kd=4.9uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1mfi,1mfi,Ki=2.6uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1mh5,1mh5,Kd=0.61nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1mjj,1mjj,Kd=1.83nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1mmq,1mmq,Ki=0.03uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1mmr,1mmr,Ki=4.0uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1moq,1moq,Ki=0.35mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1mq5,1mq5,Ki=1nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1mrn,1mrn,Ki=30uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1mrs,1mrs,Ki=110uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1mrw,1mrw,Kd=0.2nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1mrx,1mrx,Kd=55nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1msm,1msm,Kd=33pM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1msn,1msn,Kd=0.81nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1mtr,1mtr,Ki=4nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1mu6,1mu6,Ki=4.2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1mu8,1mu8,Ki=1.0nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1mue,1mue,Ki=2.3nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1my4,1my4,Ki=105nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1n0s,1n0s,Kd=35.2nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
1n1m,1n1m,Ki=2uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1n3i,1n3i,Ki=1.3nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1n46,1n46,Ki=0.03nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1n4h,1n4h,Ki=0.28uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
1n4k,1n4k,Kd=0.09nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1n51,1n51,Ki=14uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1n5r,1n5r,Ki=2.2uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1ndv,1ndv,Ki=1200nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1ndw,1ndw,Ki=5900nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1ndy,1ndy,Ki=680nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1ndz,1ndz,Ki=7.7nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1nf8,1nf8,Kd=0.015uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1nfu,1nfu,Ki=18nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1nfw,1nfw,Ki=1.1nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1nfx,1nfx,Ki=3.0nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1nfy,1nfy,Ki=1.3nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
1nh0,1nh0,Ki=0.18nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1nhu,1nhu,Ki=2.2uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
1nhz,1nhz,Ki=0.84uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
1nja,1nja,Kd=0.49uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1njc,1njc,Kd=2.8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
1njd,1njd,Kd=2.7uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
